type,storm,discount,climate,hazard,cost,benefit,ratio,net,ecosystem,net_ecosystem
NBA,20,0,Current,storm,1017.348462,0.046653179,4.58576E-05,-1017.301809,214.4664538,-802.835355
CCA,50,0,Current,storm,1153.096384,0.011629193,1.00852E-05,-1153.084755,0,-1153.084755
NBA,50,0,Current,storm,1017.348462,0.018661272,1.8343E-05,-1017.329801,214.4664538,-802.8633469
CCA,75,0,Current,storm,1153.096384,0.007752796,6.72346E-06,-1153.088631,0,-1153.088631
NBA,75,0,Current,storm,1017.348462,0.012440848,1.22287E-05,-1017.336021,214.4664538,-802.8695673
CCA,100,0,Current,storm,1153.096384,0.005814597,5.04259E-06,-1153.090569,0,-1153.090569
NBA,100,0,Current,storm,1017.348462,0.009330636,9.17152E-06,-1017.339131,214.4664538,-802.8726775
CCA,200,0,Current,storm,1153.096384,0.002907298,2.5213E-06,-1153.093477,0,-1153.093477
NBA,200,0,Current,storm,1017.348462,0.004665318,4.58576E-06,-1017.343797,214.4664538,-802.8773429
CCA,20,0,total,storm,1153.096384,458.7871116,0.397874035,-694.3092724,0,-694.3092724
NBA,20,0,total,storm,1017.348462,142.3283783,0.139901306,-875.0200837,214.4664538,-660.5536299
CCA,50,0,total,storm,1153.096384,183.5148446,0.159149614,-969.5815394,0,-969.5815394
NBA,50,0,total,storm,1017.348462,56.93135133,0.055960522,-960.4171107,214.4664538,-745.9506568
CCA,75,0,total,storm,1153.096384,122.3432298,0.106099743,-1030.753154,0,-1030.753154
NBA,75,0,total,storm,1017.348462,37.95423422,0.037307015,-979.3942278,214.4664538,-764.927774
CCA,100,0,total,storm,1153.096384,91.75742232,0.079574807,-1061.338962,0,-1061.338962
NBA,100,0,total,storm,1017.348462,28.46567566,0.027980261,-988.8827863,214.4664538,-774.4163325
CCA,200,0,total,storm,1153.096384,45.87871116,0.039787404,-1107.217673,0,-1107.217673
NBA,200,0,total,storm,1017.348462,14.23283783,0.013990131,-1003.115624,214.4664538,-788.6491703
CCA,20,1,2030,storm,1153.096384,0.640723888,0.000555655,-1152.45566,0,-1152.45566
NBA,20,1,2030,storm,1017.348462,0.114719822,0.000112764,-1017.233742,138.7823336,-878.4514086
CCA,50,1,2030,storm,1153.096384,0.256289555,0.000222262,-1152.840094,0,-1152.840094
NBA,50,1,2030,storm,1017.348462,0.045887929,4.51054E-05,-1017.302574,138.7823336,-878.5202405
CCA,75,1,2030,storm,1153.096384,0.170859703,0.000148175,-1152.925524,0,-1152.925524
NBA,75,1,2030,storm,1017.348462,0.030591952,3.00703E-05,-1017.31787,138.7823336,-878.5355364
CCA,100,1,2030,storm,1153.096384,0.128144778,0.000111131,-1152.968239,0,-1152.968239
NBA,100,1,2030,storm,1017.348462,0.022943964,2.25527E-05,-1017.325518,138.7823336,-878.5431844
CCA,200,1,2030,storm,1153.096384,0.064072389,5.55655E-05,-1153.032312,0,-1153.032312
NBA,200,1,2030,storm,1017.348462,0.011471982,1.12764E-05,-1017.33699,138.7823336,-878.5546564
CCA,20,1,2060,storm,1153.096384,2.174438562,0.001885739,-1150.921945,0,-1150.921945
NBA,20,1,2060,storm,1017.348462,0.579405297,0.000569525,-1016.769057,138.7823336,-877.9867231
CCA,50,1,2060,storm,1153.096384,0.869775425,0.000754296,-1152.226609,0,-1152.226609
NBA,50,1,2060,storm,1017.348462,0.231762119,0.00022781,-1017.1167,138.7823336,-878.3343663
CCA,75,1,2060,storm,1153.096384,0.579850283,0.000502864,-1152.516534,0,-1152.516534
NBA,75,1,2060,storm,1017.348462,0.154508079,0.000151873,-1017.193954,138.7823336,-878.4116203
CCA,100,1,2060,storm,1153.096384,0.434887712,0.000377148,-1152.661496,0,-1152.661496
NBA,100,1,2060,storm,1017.348462,0.115881059,0.000113905,-1017.232581,138.7823336,-878.4502473
CCA,200,1,2060,storm,1153.096384,0.217443856,0.000188574,-1152.87894,0,-1152.87894
NBA,200,1,2060,storm,1017.348462,0.05794053,5.69525E-05,-1017.290521,138.7823336,-878.5081879
CCA,20,1,2100,storm,1153.096384,6.646536361,0.005764077,-1146.449848,0,-1146.449848
NBA,20,1,2100,storm,1017.348462,2.212838314,0.002175104,-1015.135624,138.7823336,-876.3532901
CCA,50,1,2100,storm,1153.096384,2.658614544,0.002305631,-1150.437769,0,-1150.437769
NBA,50,1,2100,storm,1017.348462,0.885135326,0.000870041,-1016.463327,138.7823336,-877.6809931
CCA,75,1,2100,storm,1153.096384,1.772409696,0.001537087,-1151.323974,0,-1151.323974
NBA,75,1,2100,storm,1017.348462,0.590090217,0.000580028,-1016.758372,138.7823336,-877.9760382
CCA,100,1,2100,storm,1153.096384,1.329307272,0.001152815,-1151.767077,0,-1151.767077
NBA,100,1,2100,storm,1017.348462,0.442567663,0.000435021,-1016.905894,138.7823336,-878.1235607
CCA,200,1,2100,storm,1153.096384,0.664653636,0.000576408,-1152.43173,0,-1152.43173
NBA,200,1,2100,storm,1017.348462,0.221283831,0.00021751,-1017.127178,138.7823336,-878.3448446
CCA,20,1,Current,storm,1153.096384,0.029072983,2.5213E-05,-1153.067311,0,-1153.067311
NBA,20,1,Current,storm,1017.348462,0.046653179,4.58576E-05,-1017.301809,138.7823336,-878.5194752
CCA,50,1,Current,storm,1153.096384,0.011629193,1.00852E-05,-1153.084755,0,-1153.084755
NBA,50,1,Current,storm,1017.348462,0.018661272,1.8343E-05,-1017.329801,138.7823336,-878.5474671
CCA,75,1,Current,storm,1153.096384,0.007752796,6.72346E-06,-1153.088631,0,-1153.088631
NBA,75,1,Current,storm,1017.348462,0.012440848,1.22287E-05,-1017.336021,138.7823336,-878.5536875
CCA,100,1,Current,storm,1153.096384,0.005814597,5.04259E-06,-1153.090569,0,-1153.090569
NBA,100,1,Current,storm,1017.348462,0.009330636,9.17152E-06,-1017.339131,138.7823336,-878.5567978
CCA,200,1,Current,storm,1153.096384,0.002907298,2.5213E-06,-1153.093477,0,-1153.093477
NBA,200,1,Current,storm,1017.348462,0.004665318,4.58576E-06,-1017.343797,138.7823336,-878.5614631
CCA,20,1,total,storm,1153.096384,244.8433819,0.212335573,-908.2530021,0,-908.2530021
NBA,20,1,total,storm,1017.348462,74.62858746,0.073355974,-942.7198745,138.7823336,-803.9375409
CCA,50,1,total,storm,1153.096384,97.93735275,0.084934229,-1055.159031,0,-1055.159031
NBA,50,1,total,storm,1017.348462,29.85143499,0.02934239,-987.497027,138.7823336,-848.7146934
CCA,75,1,total,storm,1153.096384,65.2915685,0.05662282,-1087.804815,0,-1087.804815
NBA,75,1,total,storm,1017.348462,19.90095666,0.019561593,-997.4475053,138.7823336,-858.6651717
CCA,100,1,total,storm,1153.096384,48.96867638,0.042467115,-1104.127708,0,-1104.127708
NBA,100,1,total,storm,1017.348462,14.92571749,0.014671195,-1002.422745,138.7823336,-863.6404109
CCA,200,1,total,storm,1153.096384,24.48433819,0.021233557,-1128.612046,0,-1128.612046
NBA,200,1,total,storm,1017.348462,7.462858746,0.007335597,-1009.885603,138.7823336,-871.1032696
CCA,20,3,2030,storm,1153.096384,0.468184791,0.000406024,-1152.628199,0,-1152.628199
NBA,20,3,2030,storm,1017.348462,0.083827179,8.23977E-05,-1017.264635,69.60482584,-947.659809
CCA,50,3,2030,storm,1153.096384,0.187273916,0.00016241,-1152.90911,0,-1152.90911
NBA,50,3,2030,storm,1017.348462,0.033530871,3.29591E-05,-1017.314931,69.60482584,-947.7101053
CCA,75,3,2030,storm,1153.096384,0.124849278,0.000108273,-1152.971535,0,-1152.971535
NBA,75,3,2030,storm,1017.348462,0.022353914,2.19727E-05,-1017.326108,69.60482584,-947.7212823
CCA,100,3,2030,storm,1153.096384,0.093636958,8.12048E-05,-1153.002747,0,-1153.002747
NBA,100,3,2030,storm,1017.348462,0.016765436,1.64795E-05,-1017.331697,69.60482584,-947.7268707
CCA,200,3,2030,storm,1153.096384,0.046818479,4.06024E-05,-1153.049566,0,-1153.049566
NBA,200,3,2030,storm,1017.348462,0.008382718,8.23977E-06,-1017.340079,69.60482584,-947.7352534
CCA,20,3,2060,storm,1153.096384,0.882303494,0.00076516,-1152.214081,0,-1152.214081
NBA,20,3,2060,storm,1017.348462,0.235100373,0.000231091,-1017.113362,69.60482584,-947.5085358
CCA,50,3,2060,storm,1153.096384,0.352921397,0.000306064,-1152.743463,0,-1152.743463
NBA,50,3,2060,storm,1017.348462,0.094040149,9.24365E-05,-1017.254422,69.60482584,-947.649596
CCA,75,3,2060,storm,1153.096384,0.235280932,0.000204043,-1152.861103,0,-1152.861103
NBA,75,3,2060,storm,1017.348462,0.062693433,6.16243E-05,-1017.285769,69.60482584,-947.6809427
CCA,100,3,2060,storm,1153.096384,0.176460699,0.000153032,-1152.919923,0,-1152.919923
NBA,100,3,2060,storm,1017.348462,0.047020075,4.62183E-05,-1017.301442,69.60482584,-947.6966161
CCA,200,3,2060,storm,1153.096384,0.088230349,7.6516E-05,-1153.008154,0,-1153.008154
NBA,200,3,2060,storm,1017.348462,0.023510037,2.31091E-05,-1017.324952,69.60482584,-947.7201261
CCA,20,3,2100,storm,1153.096384,1.230926738,0.001067497,-1151.865457,0,-1151.865457
NBA,20,3,2100,storm,1017.348462,0.409813729,0.000402825,-1016.938648,69.60482584,-947.3338224
CCA,50,3,2100,storm,1153.096384,0.492370695,0.000426999,-1152.604013,0,-1152.604013
NBA,50,3,2100,storm,1017.348462,0.163925491,0.00016113,-1017.184537,69.60482584,-947.5797107
CCA,75,3,2100,storm,1153.096384,0.32824713,0.000284666,-1152.768137,0,-1152.768137
NBA,75,3,2100,storm,1017.348462,0.109283661,0.00010742,-1017.239178,69.60482584,-947.6343525
CCA,100,3,2100,storm,1153.096384,0.246185348,0.000213499,-1152.850199,0,-1152.850199
NBA,100,3,2100,storm,1017.348462,0.081962746,8.05651E-05,-1017.266499,69.60482584,-947.6616734
CCA,200,3,2100,storm,1153.096384,0.123092674,0.00010675,-1152.973291,0,-1152.973291
NBA,200,3,2100,storm,1017.348462,0.040981373,4.02825E-05,-1017.307481,69.60482584,-947.7026548
CCA,20,3,Current,storm,1153.096384,0.029072983,2.5213E-05,-1153.067311,0,-1153.067311
NBA,20,3,Current,storm,1017.348462,0.046653179,4.58576E-05,-1017.301809,69.60482584,-947.696983
CCA,50,3,Current,storm,1153.096384,0.011629193,1.00852E-05,-1153.084755,0,-1153.084755
NBA,50,3,Current,storm,1017.348462,0.018661272,1.8343E-05,-1017.329801,69.60482584,-947.7249749
CCA,75,3,Current,storm,1153.096384,0.007752796,6.72346E-06,-1153.088631,0,-1153.088631
NBA,75,3,Current,storm,1017.348462,0.012440848,1.22287E-05,-1017.336021,69.60482584,-947.7311953
CCA,100,3,Current,storm,1153.096384,0.005814597,5.04259E-06,-1153.090569,0,-1153.090569
NBA,100,3,Current,storm,1017.348462,0.009330636,9.17152E-06,-1017.339131,69.60482584,-947.7343055
CCA,200,3,Current,storm,1153.096384,0.002907298,2.5213E-06,-1153.093477,0,-1153.093477
NBA,200,3,Current,storm,1017.348462,0.004665318,4.58576E-06,-1017.343797,69.60482584,-947.7389708
CCA,20,3,total,storm,1153.096384,79.39863321,0.068856892,-1073.697751,0,-1073.697751
NBA,20,3,total,storm,1017.348462,23.12087437,0.022726603,-994.2275876,69.60482584,-924.6227618
CCA,50,3,total,storm,1153.096384,31.75945328,0.027542757,-1121.336931,0,-1121.336931
NBA,50,3,total,storm,1017.348462,9.248349748,0.009090641,-1008.100112,69.60482584,-938.4952864
CCA,75,3,total,storm,1153.096384,21.17296886,0.018361838,-1131.923415,0,-1131.923415
NBA,75,3,total,storm,1017.348462,6.165566498,0.006060427,-1011.182896,69.60482584,-941.5780697
CCA,100,3,total,storm,1153.096384,15.87972664,0.013771378,-1137.216657,0,-1137.216657
NBA,100,3,total,storm,1017.348462,4.624174874,0.004545321,-1012.724287,69.60482584,-943.1194613
CCA,200,3,total,storm,1153.096384,7.939863321,0.006885689,-1145.156521,0,-1145.156521
NBA,200,3,total,storm,1017.348462,2.312087437,0.00227266,-1015.036375,69.60482584,-945.4315487
CCA,20,5,2030,storm,1153.096384,0.344178796,0.000298482,-1152.752205,0,-1152.752205
NBA,20,5,2030,storm,1017.348462,0.061624252,6.05734E-05,-1017.286838,42.42704321,-974.8597945
CCA,50,5,2030,storm,1153.096384,0.137671519,0.000119393,-1152.958712,0,-1152.958712
NBA,50,5,2030,storm,1017.348462,0.024649701,2.42294E-05,-1017.323812,42.42704321,-974.8967691
CCA,75,5,2030,storm,1153.096384,0.091781012,7.95953E-05,-1153.004603,0,-1153.004603
NBA,75,5,2030,storm,1017.348462,0.016433134,1.61529E-05,-1017.332029,42.42704321,-974.9049857
CCA,100,5,2030,storm,1153.096384,0.068835759,5.96964E-05,-1153.027548,0,-1153.027548
NBA,100,5,2030,storm,1017.348462,0.01232485,1.21147E-05,-1017.336137,42.42704321,-974.9090939
CCA,200,5,2030,storm,1153.096384,0.03441788,2.98482E-05,-1153.061966,0,-1153.061966
NBA,200,5,2030,storm,1017.348462,0.006162425,6.05734E-06,-1017.3423,42.42704321,-974.9152564
CCA,20,5,2060,storm,1153.096384,0.364269306,0.000315905,-1152.732115,0,-1152.732115
NBA,20,5,2060,storm,1017.348462,0.097063936,9.54087E-05,-1017.251398,42.42704321,-974.8243549
CCA,50,5,2060,storm,1153.096384,0.145707722,0.000126362,-1152.950676,0,-1152.950676
NBA,50,5,2060,storm,1017.348462,0.038825574,3.81635E-05,-1017.309636,42.42704321,-974.8825932
CCA,75,5,2060,storm,1153.096384,0.097138482,8.42414E-05,-1152.999246,0,-1152.999246
NBA,75,5,2060,storm,1017.348462,0.025883716,2.54423E-05,-1017.322578,42.42704321,-974.8955351
CCA,100,5,2060,storm,1153.096384,0.072853861,6.31811E-05,-1153.02353,0,-1153.02353
NBA,100,5,2060,storm,1017.348462,0.019412787,1.90817E-05,-1017.329049,42.42704321,-974.902006
CCA,200,5,2060,storm,1153.096384,0.036426931,3.15905E-05,-1153.059957,0,-1153.059957
NBA,200,5,2060,storm,1017.348462,0.009706394,9.54087E-06,-1017.338756,42.42704321,-974.9117124
CCA,20,5,2100,storm,1153.096384,0.235479882,0.000204215,-1152.860904,0,-1152.860904
NBA,20,5,2100,storm,1017.348462,0.078398564,7.70617E-05,-1017.270063,42.42704321,-974.8430202
CCA,50,5,2100,storm,1153.096384,0.094191953,8.16861E-05,-1153.002192,0,-1153.002192
NBA,50,5,2100,storm,1017.348462,0.031359426,3.08247E-05,-1017.317103,42.42704321,-974.8900594
CCA,75,5,2100,storm,1153.096384,0.062794635,5.44574E-05,-1153.033589,0,-1153.033589
NBA,75,5,2100,storm,1017.348462,0.020906284,2.05498E-05,-1017.327556,42.42704321,-974.9005125
CCA,100,5,2100,storm,1153.096384,0.047095976,4.08431E-05,-1153.049288,0,-1153.049288
NBA,100,5,2100,storm,1017.348462,0.015679713,1.54123E-05,-1017.332782,42.42704321,-974.9057391
CCA,200,5,2100,storm,1153.096384,0.023547988,2.04215E-05,-1153.072836,0,-1153.072836
NBA,200,5,2100,storm,1017.348462,0.007839856,7.70617E-06,-1017.340622,42.42704321,-974.9135789
CCA,20,5,Current,storm,1153.096384,0.029072983,2.5213E-05,-1153.067311,0,-1153.067311
NBA,20,5,Current,storm,1017.348462,0.046653179,4.58576E-05,-1017.301809,42.42704321,-974.8747656
CCA,50,5,Current,storm,1153.096384,0.011629193,1.00852E-05,-1153.084755,0,-1153.084755
NBA,50,5,Current,storm,1017.348462,0.018661272,1.8343E-05,-1017.329801,42.42704321,-974.9027575
CCA,75,5,Current,storm,1153.096384,0.007752796,6.72346E-06,-1153.088631,0,-1153.088631
NBA,75,5,Current,storm,1017.348462,0.012440848,1.22287E-05,-1017.336021,42.42704321,-974.9089779
CCA,100,5,Current,storm,1153.096384,0.005814597,5.04259E-06,-1153.090569,0,-1153.090569
NBA,100,5,Current,storm,1017.348462,0.009330636,9.17152E-06,-1017.339131,42.42704321,-974.9120882
CCA,200,5,Current,storm,1153.096384,0.002907298,2.5213E-06,-1153.093477,0,-1153.093477
NBA,200,5,Current,storm,1017.348462,0.004665318,4.58576E-06,-1017.343797,42.42704321,-974.9167535
CCA,20,5,total,storm,1153.096384,31.28609147,0.027132243,-1121.810293,0,-1121.810293
NBA,20,5,total,storm,1017.348462,8.637230555,0.008489943,-1008.711231,42.42704321,-966.2841882
CCA,50,5,total,storm,1153.096384,12.51443659,0.010852897,-1140.581947,0,-1140.581947
NBA,50,5,total,storm,1017.348462,3.454892222,0.003395977,-1013.89357,42.42704321,-971.4665266
CCA,75,5,total,storm,1153.096384,8.342957724,0.007235265,-1144.753426,0,-1144.753426
NBA,75,5,total,storm,1017.348462,2.303261481,0.002263985,-1015.045201,42.42704321,-972.6181573
CCA,100,5,total,storm,1153.096384,6.257218293,0.005426449,-1146.839166,0,-1146.839166
NBA,100,5,total,storm,1017.348462,1.727446111,0.001697989,-1015.621016,42.42704321,-973.1939727
CCA,200,5,total,storm,1153.096384,3.128609147,0.002713224,-1149.967775,0,-1149.967775
NBA,200,5,total,storm,1017.348462,0.863723056,0.000848994,-1016.484739,42.42704321,-974.0576957
CCA,20,6,2030,storm,1153.096384,0.295746118,0.00025648,-1152.800638,0,-1152.800638
NBA,20,6,2030,storm,1017.348462,0.052952516,5.20495E-05,-1017.295509,34.93587381,-982.3596357
CCA,50,6,2030,storm,1153.096384,0.118298447,0.000102592,-1152.978086,0,-1152.978086
NBA,50,6,2030,storm,1017.348462,0.021181006,2.08198E-05,-1017.327281,34.93587381,-982.3914072
CCA,75,6,2030,storm,1153.096384,0.078865631,6.83947E-05,-1153.017518,0,-1153.017518
NBA,75,6,2030,storm,1017.348462,0.014120671,1.38799E-05,-1017.334341,34.93587381,-982.3984675
CCA,100,6,2030,storm,1153.096384,0.059149224,5.1296E-05,-1153.037235,0,-1153.037235
NBA,100,6,2030,storm,1017.348462,0.010590503,1.04099E-05,-1017.337871,34.93587381,-982.4019977
CCA,200,6,2030,storm,1153.096384,0.029574612,2.5648E-05,-1153.066809,0,-1153.066809
NBA,200,6,2030,storm,1017.348462,0.005295252,5.20495E-06,-1017.343167,34.93587381,-982.4072929
CCA,20,6,2060,storm,1153.096384,0.235537756,0.000204265,-1152.860846,0,-1152.860846
NBA,20,6,2060,storm,1017.348462,0.062761867,6.16916E-05,-1017.2857,34.93587381,-982.3498263
CCA,50,6,2060,storm,1153.096384,0.094215102,8.17062E-05,-1153.002169,0,-1153.002169
NBA,50,6,2060,storm,1017.348462,0.025104747,2.46766E-05,-1017.323357,34.93587381,-982.3874834
CCA,75,6,2060,storm,1153.096384,0.062810068,5.44708E-05,-1153.033574,0,-1153.033574
NBA,75,6,2060,storm,1017.348462,0.016736498,1.64511E-05,-1017.331726,34.93587381,-982.3958517
CCA,100,6,2060,storm,1153.096384,0.047107551,4.08531E-05,-1153.049276,0,-1153.049276
NBA,100,6,2060,storm,1017.348462,0.012552373,1.23383E-05,-1017.33591,34.93587381,-982.4000358
CCA,200,6,2060,storm,1153.096384,0.023553776,2.04265E-05,-1153.07283,0,-1153.07283
NBA,200,6,2060,storm,1017.348462,0.006276187,6.16916E-06,-1017.342186,34.93587381,-982.406312
CCA,20,6,2100,storm,1153.096384,0.104214732,9.03782E-05,-1152.992169,0,-1152.992169
NBA,20,6,2100,storm,1017.348462,0.03469632,3.41047E-05,-1017.313766,34.93587381,-982.3778919
CCA,50,6,2100,storm,1153.096384,0.041685893,3.61513E-05,-1153.054698,0,-1153.054698
NBA,50,6,2100,storm,1017.348462,0.013878528,1.36419E-05,-1017.334583,34.93587381,-982.3987097
CCA,75,6,2100,storm,1153.096384,0.027790595,2.41008E-05,-1153.068593,0,-1153.068593
NBA,75,6,2100,storm,1017.348462,0.009252352,9.09458E-06,-1017.33921,34.93587381,-982.4033358
CCA,100,6,2100,storm,1153.096384,0.020842946,1.80756E-05,-1153.075541,0,-1153.075541
NBA,100,6,2100,storm,1017.348462,0.006939264,6.82093E-06,-1017.341523,34.93587381,-982.4056489
CCA,200,6,2100,storm,1153.096384,0.010421473,9.03782E-06,-1153.085963,0,-1153.085963
NBA,200,6,2100,storm,1017.348462,0.003469632,3.41047E-06,-1017.344992,34.93587381,-982.4091186
CCA,20,6,Current,storm,1153.096384,0.029072983,2.5213E-05,-1153.067311,0,-1153.067311
NBA,20,6,Current,storm,1017.348462,0.046653179,4.58576E-05,-1017.301809,34.93587381,-982.365935
CCA,50,6,Current,storm,1153.096384,0.011629193,1.00852E-05,-1153.084755,0,-1153.084755
NBA,50,6,Current,storm,1017.348462,0.018661272,1.8343E-05,-1017.329801,34.93587381,-982.3939269
CCA,75,6,Current,storm,1153.096384,0.007752796,6.72346E-06,-1153.088631,0,-1153.088631
NBA,75,6,Current,storm,1017.348462,0.012440848,1.22287E-05,-1017.336021,34.93587381,-982.4001473
CCA,100,6,Current,storm,1153.096384,0.005814597,5.04259E-06,-1153.090569,0,-1153.090569
NBA,100,6,Current,storm,1017.348462,0.009330636,9.17152E-06,-1017.339131,34.93587381,-982.4032576
CCA,200,6,Current,storm,1153.096384,0.002907298,2.5213E-06,-1153.093477,0,-1153.093477
NBA,200,6,Current,storm,1017.348462,0.004665318,4.58576E-06,-1017.343797,34.93587381,-982.4079229
CCA,20,6,total,storm,1153.096384,21.16482472,0.018354775,-1131.931559,0,-1131.931559
NBA,20,6,total,storm,1017.348462,5.69827381,0.005601103,-1011.650188,34.93587381,-976.7143144
CCA,50,6,total,storm,1153.096384,8.465929887,0.00734191,-1144.630454,0,-1144.630454
NBA,50,6,total,storm,1017.348462,2.279309524,0.002240441,-1015.069152,34.93587381,-980.1332787
CCA,75,6,total,storm,1153.096384,5.643953258,0.004894607,-1147.452431,0,-1147.452431
NBA,75,6,total,storm,1017.348462,1.519539683,0.001493628,-1015.828922,34.93587381,-980.8930485
CCA,100,6,total,storm,1153.096384,4.232964943,0.003670955,-1148.863419,0,-1148.863419
NBA,100,6,total,storm,1017.348462,1.139654762,0.001120221,-1016.208807,34.93587381,-981.2729334
CCA,200,6,total,storm,1153.096384,2.116482472,0.001835478,-1150.979902,0,-1150.979902
NBA,200,6,total,storm,1017.348462,0.569827381,0.00056011,-1016.778635,34.93587381,-981.8427608
CCA,20,0,2030,tide,1153.096384,0.009702072,8.41393E-06,-1153.086682,0,-1153.086682
NBA,20,0,2030,tide,1017.348462,0.00780554,7.67244E-06,-1017.340656,214.4664538,-802.8742026
CCA,50,0,2030,tide,1153.096384,0.009702072,8.41393E-06,-1153.086682,0,-1153.086682
NBA,50,0,2030,tide,1017.348462,0.00780554,7.67244E-06,-1017.340656,214.4664538,-802.8742026
CCA,75,0,2030,tide,1153.096384,0.009702072,8.41393E-06,-1153.086682,0,-1153.086682
NBA,75,0,2030,tide,1017.348462,0.00780554,7.67244E-06,-1017.340656,214.4664538,-802.8742026
CCA,100,0,2030,tide,1153.096384,0.009702072,8.41393E-06,-1153.086682,0,-1153.086682
NBA,100,0,2030,tide,1017.348462,0.00780554,7.67244E-06,-1017.340656,214.4664538,-802.8742026
CCA,200,0,2030,tide,1153.096384,0.009702072,8.41393E-06,-1153.086682,0,-1153.086682
NBA,200,0,2030,tide,1017.348462,0.00780554,7.67244E-06,-1017.340656,214.4664538,-802.8742026
CCA,20,0,2060,tide,1153.096384,0.203138539,0.000176168,-1152.893245,0,-1152.893245
NBA,20,0,2060,tide,1017.348462,0.255516626,0.000251159,-1017.092945,214.4664538,-802.6264915
CCA,50,0,2060,tide,1153.096384,0.203138539,0.000176168,-1152.893245,0,-1152.893245
NBA,50,0,2060,tide,1017.348462,0.255516626,0.000251159,-1017.092945,214.4664538,-802.6264915
CCA,75,0,2060,tide,1153.096384,0.203138539,0.000176168,-1152.893245,0,-1152.893245
NBA,75,0,2060,tide,1017.348462,0.255516626,0.000251159,-1017.092945,214.4664538,-802.6264915
CCA,100,0,2060,tide,1153.096384,0.203138539,0.000176168,-1152.893245,0,-1152.893245
NBA,100,0,2060,tide,1017.348462,0.255516626,0.000251159,-1017.092945,214.4664538,-802.6264915
CCA,200,0,2060,tide,1153.096384,0.203138539,0.000176168,-1152.893245,0,-1152.893245
NBA,200,0,2060,tide,1017.348462,0.255516626,0.000251159,-1017.092945,214.4664538,-802.6264915
CCA,20,0,2100,tide,1153.096384,0,0,-1153.096384,0,-1153.096384
NBA,20,0,2100,tide,1017.348462,0,0,-1017.348462,214.4664538,-802.8820082
CCA,50,0,2100,tide,1153.096384,0,0,-1153.096384,0,-1153.096384
NBA,50,0,2100,tide,1017.348462,0,0,-1017.348462,214.4664538,-802.8820082
CCA,75,0,2100,tide,1153.096384,0,0,-1153.096384,0,-1153.096384
NBA,75,0,2100,tide,1017.348462,0,0,-1017.348462,214.4664538,-802.8820082
CCA,100,0,2100,tide,1153.096384,0,0,-1153.096384,0,-1153.096384
NBA,100,0,2100,tide,1017.348462,0,0,-1017.348462,214.4664538,-802.8820082
CCA,200,0,2100,tide,1153.096384,0,0,-1153.096384,0,-1153.096384
NBA,200,0,2100,tide,1017.348462,0,0,-1017.348462,214.4664538,-802.8820082
CCA,20,0,Current,tide,1153.096384,0,0,-1153.096384,0,-1153.096384
NBA,20,0,Current,tide,1017.348462,0,0,-1017.348462,214.4664538,-802.8820082
CCA,50,0,Current,tide,1153.096384,0,0,-1153.096384,0,-1153.096384
NBA,50,0,Current,tide,1017.348462,0,0,-1017.348462,214.4664538,-802.8820082
CCA,75,0,Current,tide,1153.096384,0,0,-1153.096384,0,-1153.096384
NBA,75,0,Current,tide,1017.348462,0,0,-1017.348462,214.4664538,-802.8820082
CCA,100,0,Current,tide,1153.096384,0,0,-1153.096384,0,-1153.096384
NBA,100,0,Current,tide,1017.348462,0,0,-1017.348462,214.4664538,-802.8820082
CCA,200,0,Current,tide,1153.096384,0,0,-1153.096384,0,-1153.096384
NBA,200,0,Current,tide,1017.348462,0,0,-1017.348462,214.4664538,-802.8820082
CCA,20,0,total,tide,1153.096384,1955.586304,1.695943489,802.4899203,0,802.4899203
NBA,20,0,total,tide,1017.348462,1591.94448,1.564797647,574.5960176,214.4664538,789.0624714
CCA,50,0,total,tide,1153.096384,1955.586304,1.695943489,802.4899203,0,802.4899203
NBA,50,0,total,tide,1017.348462,1591.94448,1.564797647,574.5960176,214.4664538,789.0624714
CCA,75,0,total,tide,1153.096384,1955.586304,1.695943489,802.4899203,0,802.4899203
NBA,75,0,total,tide,1017.348462,1591.94448,1.564797647,574.5960176,214.4664538,789.0624714
CCA,100,0,total,tide,1153.096384,1955.586304,1.695943489,802.4899203,0,802.4899203
NBA,100,0,total,tide,1017.348462,1591.94448,1.564797647,574.5960176,214.4664538,789.0624714
CCA,200,0,total,tide,1153.096384,1955.586304,1.695943489,802.4899203,0,802.4899203
NBA,200,0,total,tide,1017.348462,1591.94448,1.564797647,574.5960176,214.4664538,789.0624714
CCA,20,1,2030,tide,1153.096384,0.008274133,7.17558E-06,-1153.08811,0,-1153.08811
NBA,20,1,2030,tide,1017.348462,0.006656731,6.54322E-06,-1017.341805,138.7823336,-878.5594717
CCA,50,1,2030,tide,1153.096384,0.008274133,7.17558E-06,-1153.08811,0,-1153.08811
NBA,50,1,2030,tide,1017.348462,0.006656731,6.54322E-06,-1017.341805,138.7823336,-878.5594717
CCA,75,1,2030,tide,1153.096384,0.008274133,7.17558E-06,-1153.08811,0,-1153.08811
NBA,75,1,2030,tide,1017.348462,0.006656731,6.54322E-06,-1017.341805,138.7823336,-878.5594717
CCA,100,1,2030,tide,1153.096384,0.008274133,7.17558E-06,-1153.08811,0,-1153.08811
NBA,100,1,2030,tide,1017.348462,0.006656731,6.54322E-06,-1017.341805,138.7823336,-878.5594717
CCA,200,1,2030,tide,1153.096384,0.008274133,7.17558E-06,-1153.08811,0,-1153.08811
