type,storm,discount,climate,hazard,cost,benefit,ratio,net,ecosystem,net_ecosystem
NBA,50,1,2100,wave,1017.348462,2170.624047,2.1336092092,1153.275585,138.7823336,1292.057919
CCA,50,1,2100,wave,1153.096384,2294.531057,1.9898866122,1141.434673,0,1141.434673
NBA,50,1,2100,erosion,1017.348462,806.2251334,0.7924768784,-211.1233286,138.7823336,-72.34099502
CCA,50,1,2100,erosion,1153.096384,970.2638207,0.8414420808,-182.8325633,0,-182.8325633
NBA,50,1,2100,total,1017.348462,3820.435272,3.7552868216,2803.08681,138.7823336,2941.869144
CCA,50,1,2100,total,1153.096384,4361.214349,3.7821767628,3208.117965,0,3208.117965
NBA,75,1,Current,tide,1017.348462,0.000515217,0.0000005064,-1017.347947,138.7823336,-878.5656132
CCA,75,1,Current,tide,1153.096384,0.000640401,0.0000005554,-1153.095744,0,-1153.095744
NBA,75,1,Current,storm,1017.348462,0.026305095,0.0000258565,-1017.322157,138.7823336,-878.5398233
CCA,75,1,Current,storm,1153.096384,0.028141282,0.0000244050,-1153.068243,0,-1153.068243
NBA,75,1,Current,wave,1017.348462,21.62922694,0.0212603918,-995.7192351,138.7823336,-856.9369014
CCA,75,1,Current,wave,1153.096384,23.84322214,0.0206775621,-1129.253162,0,-1129.253162
NBA,75,1,Current,erosion,1017.348462,23.27624977,0.0228793286,-994.0722122,138.7823336,-855.2898786
CCA,75,1,Current,erosion,1153.096384,28.45960101,0.0246810253,-1124.636783,0,-1124.636783
NBA,75,1,Current,total,1017.348462,44.93229703,0.0441660834,-972.416165,138.7823336,-833.6338314
CCA,75,1,Current,total,1153.096384,52.33160484,0.0453835478,-1100.764779,0,-1100.764779
NBA,75,1,2030,tide,1017.348462,0.056379987,0.0000554186,-1017.292082,138.7823336,-878.5097484
CCA,75,1,2030,tide,1153.096384,0.070078772,0.0000607744,-1153.026305,0,-1153.026305
NBA,75,1,2030,storm,1017.348462,0.354174948,0.0003481353,-1016.994287,138.7823336,-878.2119534
CCA,75,1,2030,storm,1153.096384,1.506363624,0.0013063640,-1151.59002,0,-1151.59002
NBA,75,1,2030,wave,1017.348462,237.2914784,0.2332450357,-780.0569836,138.7823336,-641.27465
CCA,75,1,2030,wave,1153.096384,253.8180565,0.2201186822,-899.2783275,0,-899.2783275
NBA,75,1,2030,erosion,1017.348462,325.9536898,0.3203953237,-691.3947722,138.7823336,-552.6124386
CCA,75,1,2030,erosion,1153.096384,398.5398013,0.3456257489,-754.5565827,0,-754.5565827
NBA,75,1,2030,total,1017.348462,563.6557231,0.5540439133,-453.6927389,138.7823336,-314.9104053
CCA,75,1,2030,total,1153.096384,653.9343002,0.5671115696,-499.1620838,0,-499.1620838
NBA,75,1,2060,tide,1017.348462,0.050238473,0.0000493818,-1017.298224,138.7823336,-878.5158899
CCA,75,1,2060,tide,1153.096384,0.062445039,0.0000541542,-1153.033939,0,-1153.033939
NBA,75,1,2060,storm,1017.348462,0.34988809,0.0003439216,-1016.998574,138.7823336,-878.2162403
CCA,75,1,2060,storm,1153.096384,1.363645203,0.0011825943,-1151.732739,0,-1151.732739
NBA,75,1,2060,wave,1017.348462,240.3735409,0.2362745410,-776.9749211,138.7823336,-638.1925875
CCA,75,1,2060,wave,1153.096384,258.1666778,0.2238899379,-894.9297062,0,-894.9297062
NBA,75,1,2060,erosion,1017.348462,48.49515676,0.0476681870,-968.8533052,138.7823336,-830.0709716
CCA,75,1,2060,erosion,1153.096384,59.29446651,0.0514219517,-1093.801917,0,-1093.801917
NBA,75,1,2060,total,1017.348462,289.2688242,0.2843360314,-728.0796378,138.7823336,-589.2973042
CCA,75,1,2060,total,1153.096384,318.8872345,0.2765486380,-834.2091495,0,-834.2091495
NBA,75,1,2100,tide,1017.348462,0.050238473,0.0000493818,-1017.298224,138.7823336,-878.5158899
CCA,75,1,2100,tide,1153.096384,999.6081833,0.8668903980,-153.4882007,0,-153.4882007
NBA,75,1,2100,storm,1017.348462,19.71585663,0.0193796495,-997.6326054,138.7823336,-858.8502718
CCA,75,1,2100,storm,1153.096384,64.54085852,0.0559717812,-1088.555525,0,-1088.555525
NBA,75,1,2100,wave,1017.348462,1447.082698,1.4224061394,429.7342363,138.7823336,568.5165699
CCA,75,1,2100,wave,1153.096384,1529.687371,1.3265910748,376.5909874,0,376.5909874
NBA,75,1,2100,erosion,1017.348462,806.2251334,0.7924768784,-211.1233286,138.7823336,-72.34099502
CCA,75,1,2100,erosion,1153.096384,970.2638207,0.8414420808,-182.8325633,0,-182.8325633
NBA,75,1,2100,total,1017.348462,3087.035995,3.0343939271,2069.687533,138.7823336,2208.469866
CCA,75,1,2100,total,1153.096384,3564.100234,3.0908953348,2411.00385,0,2411.00385
NBA,100,1,Current,tide,1017.348462,0.000515217,0.0000005064,-1017.347947,138.7823336,-878.5656132
CCA,100,1,Current,tide,1153.096384,0.000640401,0.0000005554,-1153.095744,0,-1153.095744
NBA,100,1,Current,storm,1017.348462,0.019728821,0.0000193924,-1017.328733,138.7823336,-878.5463996
CCA,100,1,Current,storm,1153.096384,0.021105962,0.0000183037,-1153.075278,0,-1153.075278
NBA,100,1,Current,wave,1017.348462,16.22192021,0.0159452939,-1001.126542,138.7823336,-862.3442082
CCA,100,1,Current,wave,1153.096384,17.8824166,0.0155081716,-1135.213967,0,-1135.213967
NBA,100,1,Current,erosion,1017.348462,23.27624977,0.0228793286,-994.0722122,138.7823336,-855.2898786
CCA,100,1,Current,erosion,1153.096384,28.45960101,0.0246810253,-1124.636783,0,-1124.636783
NBA,100,1,Current,total,1017.348462,39.51841402,0.0388445213,-977.830048,138.7823336,-839.0477144
CCA,100,1,Current,total,1153.096384,46.36376398,0.0402080560,-1106.73262,0,-1106.73262
NBA,100,1,2030,tide,1017.348462,0.056379987,0.0000554186,-1017.292082,138.7823336,-878.5097484
CCA,100,1,2030,tide,1153.096384,0.070078772,0.0000607744,-1153.026305,0,-1153.026305
NBA,100,1,2030,storm,1017.348462,0.265631211,0.0002611015,-1017.082831,138.7823336,-878.3004972
CCA,100,1,2030,storm,1153.096384,1.129772718,0.0009797730,-1151.966611,0,-1151.966611
NBA,100,1,2030,wave,1017.348462,177.9686088,0.1749337768,-839.3798532,138.7823336,-700.5975196
CCA,100,1,2030,wave,1153.096384,190.3635424,0.1650890117,-962.7328416,0,-962.7328416
NBA,100,1,2030,erosion,1017.348462,325.9536898,0.3203953237,-691.3947722,138.7823336,-552.6124386
CCA,100,1,2030,erosion,1153.096384,398.5398013,0.3456257489,-754.5565827,0,-754.5565827
NBA,100,1,2030,total,1017.348462,504.2443098,0.4956456205,-513.1041522,138.7823336,-374.3218186
CCA,100,1,2030,total,1153.096384,590.1031952,0.5117553080,-562.9931888,0,-562.9931888
NBA,100,1,2060,tide,1017.348462,0.050238473,0.0000493818,-1017.298224,138.7823336,-878.5158899
CCA,100,1,2060,tide,1153.096384,0.062445039,0.0000541542,-1153.033939,0,-1153.033939
NBA,100,1,2060,storm,1017.348462,0.262416067,0.0002579412,-1017.086046,138.7823336,-878.3037123
CCA,100,1,2060,storm,1153.096384,1.022733902,0.0008869457,-1152.07365,0,-1152.07365
NBA,100,1,2060,wave,1017.348462,180.2801557,0.1772059058,-837.0683063,138.7823336,-698.2859727
CCA,100,1,2060,wave,1153.096384,193.6250083,0.1679174534,-959.4713757,0,-959.4713757
NBA,100,1,2060,erosion,1017.348462,48.49515676,0.0476681870,-968.8533052,138.7823336,-830.0709716
CCA,100,1,2060,erosion,1153.096384,59.29446651,0.0514219517,-1093.801917,0,-1093.801917
NBA,100,1,2060,total,1017.348462,229.087967,0.2251814158,-788.260495,138.7823336,-649.4781614
CCA,100,1,2060,total,1153.096384,254.0046538,0.2202805050,-899.0917302,0,-899.0917302
NBA,100,1,2100,tide,1017.348462,0.050238473,0.0000493818,-1017.298224,138.7823336,-878.5158899
CCA,100,1,2100,tide,1153.096384,999.6081833,0.8668903980,-153.4882007,0,-153.4882007
NBA,100,1,2100,storm,1017.348462,14.78689247,0.0145347371,-1002.56157,138.7823336,-863.7792359
CCA,100,1,2100,storm,1153.096384,48.40564389,0.0419788359,-1104.69074,0,-1104.69074
NBA,100,1,2100,wave,1017.348462,1085.312024,1.0668046046,67.96356172,138.7823336,206.7458953
CCA,100,1,2100,wave,1153.096384,1147.265529,0.9949433061,-5.83085547,0,-5.83085547
NBA,100,1,2100,erosion,1017.348462,806.2251334,0.7924768784,-211.1233286,138.7823336,-72.34099502
CCA,100,1,2100,erosion,1153.096384,970.2638207,0.8414420808,-182.8325633,0,-182.8325633
NBA,100,1,2100,total,1017.348462,2720.336356,2.6739474799,1702.987894,138.7823336,1841.770228
CCA,100,1,2100,total,1153.096384,3165.543176,2.7452546208,2012.446792,0,2012.446792
NBA,200,1,Current,tide,1017.348462,0.000515217,0.0000005064,-1017.347947,138.7823336,-878.5656132
CCA,200,1,Current,tide,1153.096384,0.000640401,0.0000005554,-1153.095744,0,-1153.095744
NBA,200,1,Current,storm,1017.348462,0.009864411,0.0000096962,-1017.338598,138.7823336,-878.556264
CCA,200,1,Current,storm,1153.096384,0.010552981,0.0000091519,-1153.085831,0,-1153.085831
NBA,200,1,Current,wave,1017.348462,8.110960103,0.0079726469,-1009.237502,138.7823336,-870.4551683
CCA,200,1,Current,wave,1153.096384,8.941208302,0.0077540858,-1144.155176,0,-1144.155176
NBA,200,1,Current,erosion,1017.348462,23.27624977,0.0228793286,-994.0722122,138.7823336,-855.2898786
CCA,200,1,Current,erosion,1153.096384,28.45960101,0.0246810253,-1124.636783,0,-1124.636783
NBA,200,1,Current,total,1017.348462,31.3975895,0.0308621782,-985.9508725,138.7823336,-847.1685389
CCA,200,1,Current,total,1153.096384,37.4120027,0.0324448183,-1115.684381,0,-1115.684381
NBA,200,1,2030,tide,1017.348462,0.056379987,0.0000554186,-1017.292082,138.7823336,-878.5097484
CCA,200,1,2030,tide,1153.096384,0.070078772,0.0000607744,-1153.026305,0,-1153.026305
NBA,200,1,2030,storm,1017.348462,0.132815605,0.0001305508,-1017.215646,138.7823336,-878.4333128
CCA,200,1,2030,storm,1153.096384,0.564886359,0.0004898865,-1152.531498,0,-1152.531498
NBA,200,1,2030,wave,1017.348462,88.9843044,0.0874668884,-928.3641576,138.7823336,-789.581824
CCA,200,1,2030,wave,1153.096384,95.1817712,0.0825445058,-1057.914613,0,-1057.914613
NBA,200,1,2030,erosion,1017.348462,325.9536898,0.3203953237,-691.3947722,138.7823336,-552.6124386
CCA,200,1,2030,erosion,1153.096384,398.5398013,0.3456257489,-754.5565827,0,-754.5565827
NBA,200,1,2030,total,1017.348462,415.1271898,0.4080481814,-602.2212722,138.7823336,-463.4389386
CCA,200,1,2030,total,1153.096384,494.3565376,0.4287209157,-658.7398464,0,-658.7398464
NBA,200,1,2060,tide,1017.348462,0.050238473,0.0000493818,-1017.298224,138.7823336,-878.5158899
CCA,200,1,2060,tide,1153.096384,0.062445039,0.0000541542,-1153.033939,0,-1153.033939
NBA,200,1,2060,storm,1017.348462,0.131208034,0.0001289706,-1017.217254,138.7823336,-878.4349204
CCA,200,1,2060,storm,1153.096384,0.511366951,0.0004434729,-1152.585017,0,-1152.585017
NBA,200,1,2060,wave,1017.348462,90.14007784,0.0886029529,-927.2083842,138.7823336,-788.4260505
CCA,200,1,2060,wave,1153.096384,96.81250417,0.0839587267,-1056.28388,0,-1056.28388
NBA,200,1,2060,erosion,1017.348462,48.49515676,0.0476681870,-968.8533052,138.7823336,-830.0709716
CCA,200,1,2060,erosion,1153.096384,59.29446651,0.0514219517,-1093.801917,0,-1093.801917
NBA,200,1,2060,total,1017.348462,138.8166811,0.1364494923,-878.5317809,138.7823336,-739.7494473
CCA,200,1,2060,total,1153.096384,156.6807827,0.1358783054,-996.4156013,0,-996.4156013
NBA,200,1,2100,tide,1017.348462,0.050238473,0.0000493818,-1017.298224,138.7823336,-878.5158899
CCA,200,1,2100,tide,1153.096384,999.6081833,0.8668903980,-153.4882007,0,-153.4882007
NBA,200,1,2100,storm,1017.348462,7.393446234,0.0072673686,-1009.955016,138.7823336,-871.1726822
CCA,200,1,2100,storm,1153.096384,24.20282194,0.0209894180,-1128.893562,0,-1128.893562
NBA,200,1,2100,wave,1017.348462,542.6560119,0.5334023023,-474.6924501,138.7823336,-335.9101165
CCA,200,1,2100,wave,1153.096384,573.6327643,0.4974716530,-579.4636197,0,-579.4636197
NBA,200,1,2100,erosion,1017.348462,806.2251334,0.7924768784,-211.1233286,138.7823336,-72.34099502
CCA,200,1,2100,erosion,1153.096384,970.2638207,0.8414420808,-182.8325633,0,-182.8325633
NBA,200,1,2100,total,1017.348462,2170.286898,2.1332778090,1152.938436,138.7823336,1291.72077
CCA,200,1,2100,total,1153.096384,2567.70759,2.2267935498,1414.611206,0,1414.611206
NBA,20,3,Current,tide,1017.348462,0.000505213,0.0000004966,-1017.347957,69.60482584,-947.743131
CCA,20,3,Current,tide,1153.096384,0.000627966,0.0000005446,-1153.095756,0,-1153.095756
NBA,20,3,Current,storm,1017.348462,0.097634573,0.0000959696,-1017.250827,69.60482584,-947.6460016
CCA,20,3,Current,storm,1153.096384,0.10404521,0.0000902311,-1152.992339,0,-1152.992339
NBA,20,3,Current,wave,1017.348462,80.29887016,0.0789295636,-937.0495918,69.60482584,-867.444766
CCA,20,3,Current,wave,1153.096384,88.52115046,0.0767682144,-1064.575234,0,-1064.575234
NBA,20,3,Current,erosion,1017.348462,22.82428376,0.0224350698,-994.5241782,69.60482584,-924.9193524
CCA,20,3,Current,erosion,1153.096384,27.9069874,0.0242017821,-1125.189397,0,-1125.189397
NBA,20,3,Current,total,1017.348462,103.2212937,0.1014610997,-914.1271683,69.60482584,-844.5223425
CCA,20,3,Current,total,1153.096384,116.532811,0.1010607722,-1036.563573,0,-1036.563573
NBA,20,3,2030,tide,1017.348462,0.046280679,0.0000454915,-1017.302181,69.60482584,-947.6973555
CCA,20,3,2030,tide,1153.096384,0.05752561,0.0000498879,-1153.038858,0,-1153.038858
NBA,20,3,2030,storm,1017.348462,1.124564747,0.0011053880,-1016.223897,69.60482584,-946.6190714
CCA,20,3,2030,storm,1153.096384,4.658374052,0.0040398826,-1148.43801,0,-1148.43801
NBA,20,3,2030,wave,1017.348462,759.3989884,0.7464492421,-257.9494736,69.60482584,-188.3446477
CCA,20,3,2030,wave,1153.096384,813.3413751,0.7053541979,-339.7550089,0,-339.7550089
NBA,20,3,2030,erosion,1017.348462,280.6490624,0.2758632592,-736.6993996,69.60482584,-667.0945737
CCA,20,3,2030,erosion,1153.096384,343.1463582,0.2975868825,-809.9500258,0,-809.9500258
NBA,20,3,2030,total,1017.348462,1041.218896,1.0234633807,23.87043431,69.60482584,93.47526015
CCA,20,3,2030,total,1153.096384,1161.203633,1.0070308510,8.107248912,0,8.107248912
NBA,20,3,2060,tide,1017.348462,0.041921737,0.0000412069,-1017.30654,69.60482584,-947.7017144
CCA,20,3,2060,tide,1153.096384,0.052107565,0.0000451893,-1153.044276,0,-1153.044276
NBA,20,3,2060,storm,1017.348462,1.138372141,0.0011189599,-1016.21009,69.60482584,-946.605264
CCA,20,3,2060,storm,1153.096384,4.294234472,0.0037240898,-1148.80215,0,-1148.80215
NBA,20,3,2060,wave,1017.348462,788.875458,0.7754230605,-228.473004,69.60482584,-158.8681781
CCA,20,3,2060,wave,1153.096384,848.443987,0.7357962429,-304.652397,0,-304.652397
NBA,20,3,2060,erosion,1017.348462,83.72275789,0.0822950651,-933.6257041,69.60482584,-864.0208783
CCA,20,3,2060,erosion,1153.096384,102.3668464,0.0887756200,-1050.729538,0,-1050.729538
NBA,20,3,2060,total,1017.348462,873.7785098,0.8588782924,-143.5699522,69.60482584,-73.96512638
CCA,20,3,2060,total,1153.096384,955.1571755,0.8283411419,-197.9392085,0,-197.9392085
NBA,20,3,2100,tide,1017.348462,0.041921737,0.0000412069,-1017.30654,69.60482584,-947.7017144
CCA,20,3,2100,tide,1153.096384,248.6763545,0.2156596430,-904.4200295,0,-904.4200295
NBA,20,3,2100,storm,1017.348462,22.80194682,0.0224131138,-994.5465152,69.60482584,-924.9416893
CCA,20,3,2100,storm,1153.096384,78.04814492,0.0676857078,-1075.048239,0,-1075.048239
NBA,20,3,2100,wave,1017.348462,2574.575313,2.5306720450,1557.226851,69.60482584,1626.831677
CCA,20,3,2100,wave,1153.096384,2723.437809,2.3618474977,1570.341425,0,1570.341425
NBA,20,3,2100,erosion,1017.348462,440.3905811,0.4328807656,-576.9578809,69.60482584,-507.3530551
CCA,20,3,2100,erosion,1153.096384,532.5869695,0.4618755005,-620.5094145,0,-620.5094145
NBA,20,3,2100,total,1017.348462,3240.579996,3.1853195995,2223.231534,69.60482584,2292.836359
CCA,20,3,2100,total,1153.096384,3582.749278,3.1070683490,2429.652894,0,2429.652894
NBA,50,3,Current,tide,1017.348462,0.000505213,0.0000004966,-1017.347957,69.60482584,-947.743131
CCA,50,3,Current,tide,1153.096384,0.000627966,0.0000005446,-1153.095756,0,-1153.095756
NBA,50,3,Current,storm,1017.348462,0.039053829,0.0000383879,-1017.309408,69.60482584,-947.7045823
CCA,50,3,Current,storm,1153.096384,0.041618084,0.0000360925,-1153.054766,0,-1153.054766
NBA,50,3,Current,wave,1017.348462,32.11954806,0.0315718254,-985.2289139,69.60482584,-915.6240881
CCA,50,3,Current,wave,1153.096384,35.40846018,0.0307072858,-1117.687924,0,-1117.687924
NBA,50,3,Current,erosion,1017.348462,22.82428376,0.0224350698,-994.5241782,69.60482584,-924.9193524
CCA,50,3,Current,erosion,1153.096384,27.9069874,0.0242017821,-1125.189397,0,-1125.189397
NBA,50,3,Current,total,1017.348462,54.98339086,0.0540457797,-962.3650711,69.60482584,-892.7602453
CCA,50,3,Current,total,1153.096384,63.35769363,0.0549457049,-1089.73869,0,-1089.73869
NBA,50,3,2030,tide,1017.348462,0.046280679,0.0000454915,-1017.302181,69.60482584,-947.6973555
CCA,50,3,2030,tide,1153.096384,0.05752561,0.0000498879,-1153.038858,0,-1153.038858
NBA,50,3,2030,storm,1017.348462,0.449825899,0.0004421552,-1016.898636,69.60482584,-947.2938103
CCA,50,3,2030,storm,1153.096384,1.863349621,0.0016159531,-1151.233034,0,-1151.233034
NBA,50,3,2030,wave,1017.348462,303.7595954,0.2985796969,-713.5888666,69.60482584,-643.9840408
CCA,50,3,2030,wave,1153.096384,325.33655,0.2821416792,-827.759834,0,-827.759834
NBA,50,3,2030,erosion,1017.348462,280.6490624,0.2758632592,-736.6993996,69.60482584,-667.0945737
CCA,50,3,2030,erosion,1153.096384,343.1463582,0.2975868825,-809.9500258,0,-809.9500258
NBA,50,3,2030,total,1017.348462,584.9047644,0.5749306027,-432.4436976,69.60482584,-362.8388718
CCA,50,3,2030,total,1153.096384,670.4037834,0.5813944027,-482.6926006,0,-482.6926006
NBA,50,3,2060,tide,1017.348462,0.041921737,0.0000412069,-1017.30654,69.60482584,-947.7017144
CCA,50,3,2060,tide,1153.096384,0.052107565,0.0000451893,-1153.044276,0,-1153.044276
NBA,50,3,2060,storm,1017.348462,0.455348856,0.0004475840,-1016.893113,69.60482584,-947.2882873
CCA,50,3,2060,storm,1153.096384,1.717693789,0.0014896359,-1151.37869,0,-1151.37869
NBA,50,3,2060,wave,1017.348462,315.5501832,0.3101692242,-701.7982788,69.60482584,-632.193453
CCA,50,3,2060,wave,1153.096384,339.3775948,0.2943184972,-813.7187892,0,-813.7187892
NBA,50,3,2060,erosion,1017.348462,83.72275789,0.0822950651,-933.6257041,69.60482584,-864.0208783
CCA,50,3,2060,erosion,1153.096384,102.3668464,0.0887756200,-1050.729538,0,-1050.729538
NBA,50,3,2060,total,1017.348462,399.7702117,0.3929530801,-617.5782503,69.60482584,-547.9734245
CCA,50,3,2060,total,1153.096384,443.5142426,0.3846289423,-709.5821414,0,-709.5821414
NBA,50,3,2100,tide,1017.348462,0.041921737,0.0000412069,-1017.30654,69.60482584,-947.7017144
CCA,50,3,2100,tide,1153.096384,248.6763545,0.2156596430,-904.4200295,0,-904.4200295
NBA,50,3,2100,storm,1017.348462,9.120778727,0.0089652455,-1008.227683,69.60482584,-938.6228574
CCA,50,3,2100,storm,1153.096384,31.21925797,0.0270742831,-1121.877126,0,-1121.877126
NBA,50,3,2100,wave,1017.348462,1029.830125,1.0122688180,12.48166311,69.60482584,82.08648894
CCA,50,3,2100,wave,1153.096384,1089.375124,0.9447389991,-63.72126035,0,-63.72126035
NBA,50,3,2100,erosion,1017.348462,440.3905811,0.4328807656,-576.9578809,69.60482584,-507.3530551
CCA,50,3,2100,erosion,1153.096384,532.5869695,0.4618755005,-620.5094145,0,-620.5094145
NBA,50,3,2100,total,1017.348462,1682.15364,1.6534685043,664.8051778,69.60482584,734.4100037
CCA,50,3,2100,total,1153.096384,1901.857706,1.6493484257,748.7613216,0,748.7613216
NBA,75,3,Current,tide,1017.348462,0.000505213,0.0000004966,-1017.347957,69.60482584,-947.743131
CCA,75,3,Current,tide,1153.096384,0.000627966,0.0000005446,-1153.095756,0,-1153.095756
NBA,75,3,Current,storm,1017.348462,0.026035886,0.0000255919,-1017.322426,69.60482584,-947.7176003
CCA,75,3,Current,storm,1153.096384,0.027745389,0.0000240616,-1153.068639,0,-1153.068639
NBA,75,3,Current,wave,1017.348462,21.41303204,0.0210478836,-995.93543,69.60482584,-926.3306041
CCA,75,3,Current,wave,1153.096384,23.60564012,0.0204715238,-1129.490744,0,-1129.490744
NBA,75,3,Current,erosion,1017.348462,22.82428376,0.0224350698,-994.5241782,69.60482584,-924.9193524
CCA,75,3,Current,erosion,1153.096384,27.9069874,0.0242017821,-1125.189397,0,-1125.189397
NBA,75,3,Current,total,1017.348462,44.2638569,0.0435090419,-973.0846051,69.60482584,-903.4797793
CCA,75,3,Current,total,1153.096384,51.54100088,0.0446979122,-1101.555383,0,-1101.555383
NBA,75,3,2030,tide,1017.348462,0.046280679,0.0000454915,-1017.302181,69.60482584,-947.6973555
CCA,75,3,2030,tide,1153.096384,0.05752561,0.0000498879,-1153.038858,0,-1153.038858
NBA,75,3,2030,storm,1017.348462,0.299883932,0.0002947701,-1017.048578,69.60482584,-947.4437522
CCA,75,3,2030,storm,1153.096384,1.242233081,0.0010773020,-1151.854151,0,-1151.854151
NBA,75,3,2030,wave,1017.348462,202.5063969,0.1990531312,-814.8420651,69.60482584,-745.2372392
CCA,75,3,2030,wave,1153.096384,216.8910333,0.1880944528,-936.2053507,0,-936.2053507
NBA,75,3,2030,erosion,1017.348462,280.6490624,0.2758632592,-736.6993996,69.60482584,-667.0945737
CCA,75,3,2030,erosion,1153.096384,343.1463582,0.2975868825,-809.9500258,0,-809.9500258
NBA,75,3,2030,total,1017.348462,483.501624,0.4752566520,-533.846838,69.60482584,-464.2420122
CCA,75,3,2030,total,1153.096384,561.3371502,0.4868085253,-591.7592338,0,-591.7592338
NBA,75,3,2060,tide,1017.348462,0.041921737,0.0000412069,-1017.30654,69.60482584,-947.7017144
CCA,75,3,2060,tide,1153.096384,0.052107565,0.0000451893,-1153.044276,0,-1153.044276
NBA,75,3,2060,storm,1017.348462,0.303565904,0.0002983893,-1017.044896,69.60482584,-947.4400703
CCA,75,3,2060,storm,1153.096384,1.145129193,0.0009930906,-1151.951255,0,-1151.951255
NBA,75,3,2060,wave,1017.348462,210.3667888,0.2067794828,-806.9816732,69.60482584,-737.3768474
CCA,75,3,2060,wave,1153.096384,226.2517299,0.1962123314,-926.8446541,0,-926.8446541
NBA,75,3,2060,erosion,1017.348462,83.72275789,0.0822950651,-933.6257041,69.60482584,-864.0208783
CCA,75,3,2060,erosion,1153.096384,102.3668464,0.0887756200,-1050.729538,0,-1050.729538
NBA,75,3,2060,total,1017.348462,294.4350343,0.2894141441,-722.9134277,69.60482584,-653.3086018
CCA,75,3,2060,total,1153.096384,329.815813,0.2860262313,-823.280571,0,-823.280571
NBA,75,3,2100,tide,1017.348462,0.041921737,0.0000412069,-1017.30654,69.60482584,-947.7017144
CCA,75,3,2100,tide,1153.096384,248.6763545,0.2156596430,-904.4200295,0,-904.4200295
NBA,75,3,2100,storm,1017.348462,6.080519151,0.0059768303,-1011.267943,69.60482584,-941.663117
CCA,75,3,2100,storm,1153.096384,20.81283865,0.0180495221,-1132.283545,0,-1132.283545
NBA,75,3,2100,wave,1017.348462,686.5534167,0.6748458787,-330.7950453,69.60482584,-261.1902194
CCA,75,3,2100,wave,1153.096384,726.2500824,0.6298259994,-426.8463016,0,-426.8463016
NBA,75,3,2100,erosion,1017.348462,440.3905811,0.4328807656,-576.9578809,69.60482584,-507.3530551
CCA,75,3,2100,erosion,1153.096384,532.5869695,0.4618755005,-620.5094145,0,-620.5094145
NBA,75,3,2100,total,1017.348462,1335.836672,1.3130571498,318.4882099,69.60482584,388.0930357
CCA,75,3,2100,total,1153.096384,1528.326245,1.3254106649,375.2298611,0,375.2298611
NBA,100,3,Current,tide,1017.348462,0.000505213,0.0000004966,-1017.347957,69.60482584,-947.743131
CCA,100,3,Current,tide,1153.096384,0.000627966,0.0000005446,-1153.095756,0,-1153.095756
NBA,100,3,Current,storm,1017.348462,0.019526915,0.0000191939,-1017.328935,69.60482584,-947.7241093
CCA,100,3,Current,storm,1153.096384,0.020809042,0.0000180462,-1153.075575,0,-1153.075575
NBA,100,3,Current,wave,1017.348462,16.05977403,0.0157859127,-1001.288688,69.60482584,-931.6838621
CCA,100,3,Current,wave,1153.096384,17.70423009,0.0153536429,-1135.392154,0,-1135.392154
NBA,100,3,Current,erosion,1017.348462,22.82428376,0.0224350698,-994.5241782,69.60482584,-924.9193524
CCA,100,3,Current,erosion,1153.096384,27.9069874,0.0242017821,-1125.189397,0,-1125.189397
NBA,100,3,Current,total,1017.348462,38.90408992,0.0382406731,-978.4443721,69.60482584,-908.8395462
CCA,100,3,Current,total,1153.096384,45.6326545,0.0395740158,-1107.463729,0,-1107.463729
NBA,100,3,2030,tide,1017.348462,0.046280679,0.0000454915,-1017.302181,69.60482584,-947.6973555
CCA,100,3,2030,tide,1153.096384,0.05752561,0.0000498879,-1153.038858,0,-1153.038858
NBA,100,3,2030,storm,1017.348462,0.224912949,0.0002210776,-1017.123549,69.60482584,-947.5187232
CCA,100,3,2030,storm,1153.096384,0.93167481,0.0008079765,-1152.164709,0,-1152.164709
NBA,100,3,2030,wave,1017.348462,151.8797977,0.1492898484,-865.4686643,69.60482584,-795.8638385
CCA,100,3,2030,wave,1153.096384,162.668275,0.1410708396,-990.428109,0,-990.428109
NBA,100,3,2030,erosion,1017.348462,280.6490624,0.2758632592,-736.6993996,69.60482584,-667.0945737
CCA,100,3,2030,erosion,1153.096384,343.1463582,0.2975868825,-809.9500258,0,-809.9500258
NBA,100,3,2030,total,1017.348462,432.8000538,0.4254196767,-584.5484082,69.60482584,-514.9435824
CCA,100,3,2030,total,1153.096384,506.8038336,0.4395155866,-646.2925504,0,-646.2925504
NBA,100,3,2060,tide,1017.348462,0.041921737,0.0000412069,-1017.30654,69.60482584,-947.7017144
CCA,100,3,2060,tide,1153.096384,0.052107565,0.0000451893,-1153.044276,0,-1153.044276
NBA,100,3,2060,storm,1017.348462,0.227674428,0.0002237920,-1017.120788,69.60482584,-947.5159617
CCA,100,3,2060,storm,1153.096384,0.858846894,0.0007448180,-1152.237537,0,-1152.237537
NBA,100,3,2060,wave,1017.348462,157.7750916,0.1550846121,-859.5733704,69.60482584,-789.9685446
CCA,100,3,2060,wave,1153.096384,169.6887974,0.1471592486,-983.4075866,0,-983.4075866
NBA,100,3,2060,erosion,1017.348462,83.72275789,0.0822950651,-933.6257041,69.60482584,-864.0208783
CCA,100,3,2060,erosion,1153.096384,102.3668464,0.0887756200,-1050.729538,0,-1050.729538
NBA,100,3,2060,total,1017.348462,241.7674457,0.2376446760,-775.5810163,69.60482584,-705.9761905
